Bairros,Municipios,Estado,Notificacoes,Casos,Obitos,Curados,Suspeitos,Descartados
PLANÍCIE DA SERRA,SERRA,Espírito Santo,4097,1003,4,997,151,2943
Não Informado,AIMORES,Minas Gerais,4071,0,0,0,0,0
KM 41 – NESTOR GOMES,SAO MATEUS,Espírito Santo,4071,1160,3,1134,395,2516
VISTA MAR,CARIACICA,Espírito Santo,4051,919,18,821,1014,2118
KUBITSCHEK,GUARAPARI,Espírito Santo,4043,1081,13,1063,384,2578
BOA VISTA,PEDRO CANARIO,Espírito Santo,4042,992,8,983,3,3047
SAPUCAIA,BAIXO GUANDU,Espírito Santo,4012,1240,15,1225,9,2763
COLATINA VELHA,COLATINA,Espírito Santo,4000,1285,11,1269,119,2596
SÃO LUIZ GONZAGA,CACHOEIRO DE ITAPEMIRIM,Espírito Santo,3995,1034,13,1018,91,2870
VERA CRUZ,CARIACICA,Espírito Santo,3989,1006,16,911,911,2072
AMARELO,CACHOEIRO DE ITAPEMIRIM,Espírito Santo,3980,1229,11,1214,47,2704
AVIAÇÃO,SAO MATEUS,Espírito Santo,3966,951,7,939,561,2454
SANTA CECÍLIA,CARIACICA,Espírito Santo,3959,1025,14,917,1001,1933
VILA NOVA,VILA VELHA,Espírito Santo,3927,1134,21,1112,249,2544
CENTRO,SAO JOSE DO CALCADO,Espírito Santo,3920,923,26,872,110,2887
FÁTIMA,SAO MATEUS,Espírito Santo,3915,1029,13,1009,353,2533
JARDIM ITAPEMIRIM,CACHOEIRO DE ITAPEMIRIM,Espírito Santo,3907,1192,16,1175,69,2646
Não Encontrado,BAIXO GUANDU,Espírito Santo,3897,944,5,939,14,2939
SÃO MARCOS,ARACRUZ,Espírito Santo,3887,1070,9,988,78,2739
IRIRI,ANCHIETA,Espírito Santo,3879,1069,9,1050,149,2661
PROLAR,CARIACICA,Espírito Santo,3874,833,10,752,1158,1883
JARDIM COLORADO,VILA VELHA,Espírito Santo,3874,1094,22,1069,244,2536
NOVA ITAPARICA,VILA VELHA,Espírito Santo,3863,1083,10,1073,294,2486
VILA COMBONI,SAO GABRIEL DA PALHA,Espírito Santo,3853,1236,4,1221,147,2470
SANTO ANTÔNIO,RIO BANANAL,Espírito Santo,3834,1198,9,1189,275,2361
SÃO VICENTE,AFONSO CLAUDIO,Espírito Santo,3825,1062,17,1043,66,2697
CIDADE NOVA,MARATAIZES,Espírito Santo,3812,1408,12,1372,9,2395
ABELARDO MACHADO,CACHOEIRO DE ITAPEMIRIM,Espírito Santo,3811,970,7,959,44,2797
SANTO ANTONIO,COLATINA,Espírito Santo,3810,1638,12,1616,92,2080
ILHA DO PRÍNCIPE,VITORIA,Espírito Santo,3798,930,11,918,594,2274
SANTOS DUMONT,VITORIA,Espírito Santo,3795,908,11,896,478,2409
Não Encontrado,BARRA DE SAO FRANCISCO,Espírito Santo,3794,1153,34,1066,813,1828
CENTRO,RIO NOVO DO SUL,Espírito Santo,3778,1168,10,1153,96,2514
CAMPINA GRANDE,CARIACICA,Espírito Santo,3777,896,17,810,1056,1825
SÃO GABRIEL,GUARAPARI,Espírito Santo,3769,950,16,928,417,2402
SANTO ANDREZINHO,CASTELO,Espírito Santo,3761,1154,9,1137,160,2447
VILA PRUDÊNCIO,CARIACICA,Espírito Santo,3759,850,21,755,1125,1784
ALVORADA,SANTA TERESA,Espírito Santo,3756,826,6,812,6,2924
MUCURI,CARIACICA,Espírito Santo,3755,888,12,786,1051,1816
Não Informado,RIO DE JANEIRO,Rio de Janeiro,3754,0,0,0,0,0
CASCATA,SERRA,Espírito Santo,3742,884,7,877,216,2642
BOA VISTA I,VILA VELHA,Espírito Santo,3739,1036,14,1022,322,2381
JARDIM BELA VISTA,SERRA,Espírito Santo,3724,878,8,869,263,2583
VILA RICA,ARACRUZ,Espírito Santo,3718,1152,8,1040,68,2498
VILA DO SUL,ALEGRE,Espírito Santo,3675,925,9,908,5,2745
PEDRA DAGUA,SAO MATEUS,Espírito Santo,3666,868,11,855,489,2309
GURIRI SUL,SAO MATEUS,Espírito Santo,3655,598,1,566,160,2897
JUCUTUQUARA,VITORIA,Espírito Santo,3635,932,15,914,315,2388
TUCUM,CARIACICA,Espírito Santo,3624,920,8,799,884,1820
SANTO ANTÔNIO,CACHOEIRO DE ITAPEMIRIM,Espírito Santo,3623,1074,19,1052,52,2497
AMARAL,CACHOEIRO DE ITAPEMIRIM,Espírito Santo,3611,1034,12,1022,48,2529
SÃO FRANCISCO,SERRA,Espírito Santo,3605,894,6,888,129,2582
JARDIM CAMPO GRANDE,CARIACICA,Espírito Santo,3601,813,15,739,1011,1777
SALVADOR,SOORETAMA,Espírito Santo,3601,1063,5,1042,112,2426
VITÓRIA,SAO MATEUS,Espírito Santo,3573,742,12,722,543,2288
CENTRO,SANTA TERESA,Espírito Santo,3571,766,8,754,8,2797
SÃO MARCOS II,SERRA,Espírito Santo,3564,822,14,808,321,2421
ROSÁRIO DE FÁTIMA,SERRA,Espírito Santo,3558,850,11,838,191,2517
SÃO CONRADO,VILA VELHA,Espírito Santo,3541,818,10,808,220,2503
CENTRO,CONCEICAO DO CASTELO,Espírito Santo,3540,1055,18,1026,26,2459
VILA INDEPENDÊNCIA,CARIACICA,Espírito Santo,3531,870,19,758,957,1704
LAGOA DE JACARAÍPE,SERRA,Espírito Santo,3526,776,10,766,116,2634
ITAPUÃ,VILA VELHA,Espírito Santo,3519,1375,21,1353,362,1782
NITEROI,PIUMA,Espírito Santo,3505,920,12,853,402,2183
ENSEADA DE JACARAÍPE,SERRA,Espírito Santo,3502,894,9,884,165,2443
SÃO LOURENÇO,SANTA TERESA,Espírito Santo,3499,818,4,813,3,2678
NOVA VALVERDE,CARIACICA,Espírito Santo,3492,826,16,731,925,1741
RECANTO,CACHOEIRO DE ITAPEMIRIM,Espírito Santo,3478,1005,12,990,28,2445
BELA VISTA,GUARAPARI,Espírito Santo,3438,719,15,697,365,2354
MARACANÃ,CARIACICA,Espírito Santo,3413,870,14,802,830,1713
NOSSA SENHORA APARECIDA,CASTELO,Espírito Santo,3410,976,7,963,160,2274
JABURUNA,VILA VELHA,Espírito Santo,3402,841,16,825,323,2238
JOSÉ RODRIGUES MACIEL,LINHARES,Espírito Santo,3400,1004,11,993,211,2185
RIO QUARTEL,LINHARES,Espírito Santo,3383,1113,11,1102,323,1947
CENTRO,ANCHIETA,Espírito Santo,3379,838,15,814,118,2423
CENTRO,AFONSO CLAUDIO,Espírito Santo,3366,970,10,957,28,2368
IBITIQUARA,CACHOEIRO DE ITAPEMIRIM,Espírito Santo,3366,965,12,952,45,2356
CONQUISTA,VITORIA,Espírito Santo,3343,680,6,672,551,2112
MATA DA SERRA,SERRA,Espírito Santo,3337,860,6,853,99,2378
GUARAREMA,ALEGRE,Espírito Santo,3330,1056,3,1049,0,2274
MÃE-BÁ,ANCHIETA,Espírito Santo,3313,595,3,585,93,2625
CACHOEIRA DA ONÇA,SAO GABRIEL DA PALHA,Espírito Santo,3312,1078,7,1056,137,2097
ESTRELINHA,VITORIA,Espírito Santo,3309,737,13,724,469,2103
BAIRRO CAMPO NOVO,BARRA DE SAO FRANCISCO,Espírito Santo,3309,963,23,886,579,1767
BASILÉIA,CACHOEIRO DE ITAPEMIRIM,Espírito Santo,3306,968,10,953,38,2300
AROEIRA,SAO MATEUS,Espírito Santo,3302,629,7,618,339,2334
SÃO FRANCISCO DE ASSIS,CACHOEIRO DE ITAPEMIRIM,Espírito Santo,3295,1009,8,1000,47,2239
JOSÉ DE ANCHIETA II,SERRA,Espírito Santo,3294,639,12,627,465,2190
SÃO SEBASTIÃO,SAO GABRIEL DA PALHA,Espírito Santo,3293,890,5,867,119,2284
PARQUE DAS GAIVOTAS,SERRA,Espírito Santo,3289,696,18,678,245,2348
LARANJEIRAS VELHA,SERRA,Espírito Santo,3282,808,11,797,235,2239
MANOEL PLAZA,SERRA,Espírito Santo,3282,825,10,815,214,2243
ILHA DOS AYRES,VILA VELHA,Espírito Santo,3279,900,14,886,251,2128
GRAMA,AFONSO CLAUDIO,Espírito Santo,3278,1012,7,1003,34,2232
NOVA CANAÃ,CARIACICA,Espírito Santo,3277,727,5,643,907,1643
FRADINHOS,VITORIA,Espírito Santo,3270,863,6,854,221,2186
GRAÚNA,CARIACICA,Espírito Santo,3266,770,15,689,889,1607
ALTO CAXIXE,VENDA NOVA DO IMIGRANTE,Espírito Santo,3251,1000,4,990,3,2248
VISTA DA SERRA II,SERRA,Espírito Santo,3231,698,11,686,230,2303
CENTRO,MONTANHA,Espírito Santo,3223,1016,28,966,272,1935
SÃO VICENTE,COLATINA,Espírito Santo,3217,1014,13,992,90,2113
CENTRO,SAO DOMINGOS DO NORTE,Espírito Santo,3208,1033,7,1016,9,2166
SÃO MARCOS I,SERRA,Espírito Santo,3204,786,9,777,219,2199
GURIRI NORTE,SAO MATEUS,Espírito Santo,3199,380,2,339,114,2705
ILHA DOS BENTOS,VILA VELHA,Espírito Santo,3198,916,11,904,193,2089
ALTO CALDEIRÃO,SANTA TERESA,Espírito Santo,3198,796,9,787,3,2399
SÃO JOSÉ,BAIXO GUANDU,Espírito Santo,3194,1025,5,1017,3,2166
SEAC,SAO MATEUS,Espírito Santo,3187,637,6,628,308,2242
CENTENÁRIO,SANTA TERESA,Espírito Santo,3185,687,1,683,5,2493
CENTRO,NOVA VENECIA,Espírito Santo,3178,1029,14,1013,2,2147
JARDIM MAILY,PIUMA,Espírito Santo,3174,878,10,805,270,2026
JARDIM DE INFÂNCIA,SAO GABRIEL DA PALHA,Espírito Santo,3172,1045,7,1028,176,1951
BOM PASTOR,VIANA,Espírito Santo,3171,864,8,841,290,2017
MEAÍPE,GUARAPARI,Espírito Santo,3164,812,16,795,171,2181
FLORÊNCIO HERZOG,ITAGUACU,Espírito Santo,3153,763,3,758,3,2387
CENTRO,IRUPI,Espírito Santo,3141,960,14,934,306,1875
VILA RUBIM,VITORIA,Espírito Santo,3138,821,11,809,265,2052
OPERÁRIO,CARIACICA,Espírito Santo,3104,779,9,705,772,1553
CENTRO,MIMOSO DO SUL,Espírito Santo,3096,988,23,942,66,2042
SANTA LUÍZA,VITORIA,Espírito Santo,3093,858,4,851,268,1967
ALTEROSAS,SERRA,Espírito Santo,3093,713,7,706,143,2237
DE LOURDES,VITORIA,Espírito Santo,3088,858,7,851,252,1978
ALTO BOA ESPERANÇA,MUQUI,Espírito Santo,3064,729,9,718,1,2334
AYRTON SENNA,SAO MATEUS,Espírito Santo,3060,730,5,716,385,1945
MARINGÁ,SERRA,Espírito Santo,3056,681,6,673,154,2221
SÃO CRISTOVÃO,NOVA VENECIA,Espírito Santo,3054,773,2,759,2,2279
Não Encontrado,ITAGUACU,Espírito Santo,3048,45,0,41,0,3003
SÃO MARCOS,COLATINA,Espírito Santo,3046,799,5,788,263,1984
CENTRO,VIANA,Espírito Santo,3044,813,11,762,307,1924
VOLTA REDONDA,CASTELO,Espírito Santo,3040,808,5,797,174,2058
CAMURUGI,GUARAPARI,Espírito Santo,3029,783,2,777,303,1943
DOM BOSCO,CARIACICA,Espírito Santo,3016,713,9,642,758,1545
NITEROI,ATILIO VIVACQUA,Espírito Santo,3011,794,7,776,2,2215
VALE DOS REIS,CARIACICA,Espírito Santo,3007,773,15,702,741,1493
SEAC,JAGUARE,Espírito Santo,3002,817,5,809,2,2183
ESTÂNCIA MONAZÍTICA,SERRA,Espírito Santo,2995,700,9,691,88,2207
CORONEL BORGES,CACHOEIRO DE ITAPEMIRIM,Espírito Santo,2995,892,8,884,61,2042
NOVO BRASIL,CARIACICA,Espírito Santo,2993,744,13,675,758,1491
PORTAL DE JACARAÍPE,SERRA,Espírito Santo,2986,750,8,741,129,2107
PRIMAVERA,VIANA,Espírito Santo,2979,865,10,835,306,1808
SÃO CONRADO,CARIACICA,Espírito Santo,2973,725,8,654,739,1509
PITANGA,SERRA,Espírito Santo,2970,566,5,561,409,1995
DECARLI,ARACRUZ,Espírito Santo,2963,799,5,748,73,2091
ITAPEMIRIM,CARIACICA,Espírito Santo,2962,686,5,620,809,1467
1 DE MAIO,VILA VELHA,Espírito Santo,2958,659,15,644,306,1993
PEROCÃO,GUARAPARI,Espírito Santo,2953,742,9,728,233,1978
JABARAÍ,GUARAPARI,Espírito Santo,2952,743,12,726,309,1900
GUAXINDIBA,ARACRUZ,Espírito Santo,2951,793,9,733,72,2086
LAGOA DO MEIO,LINHARES,Espírito Santo,2945,894,3,891,164,1887
CENTRO,ATILIO VIVACQUA,Espírito Santo,2939,803,11,783,2,2134
SERRAMAR,SERRA,Espírito Santo,2927,758,11,745,222,1947
IBC,CACHOEIRO DE ITAPEMIRIM,Espírito Santo,2923,818,12,803,39,2066
ESPLANADA,CASTELO,Espírito Santo,2915,764,7,752,233,1918
CENTRO,MUQUI,Espírito Santo,2913,899,7,889,3,2011
CENTRO,FUNDAO,Espírito Santo,2913,816,25,781,84,2013
SÃO PATRÍCIO,SERRA,Espírito Santo,2908,709,6,702,98,2101
SÃO CRISTÓVÃO,IBIRACU,Espírito Santo,2887,854,8,817,41,1992
PIAÇU,MUNIZ FREIRE,Espírito Santo,2884,1199,7,1170,16,1669
ALTO UNIÃO,CACHOEIRO DE ITAPEMIRIM,Espírito Santo,2883,837,13,822,47,1999
BAIMINAS,CACHOEIRO DE ITAPEMIRIM,Espírito Santo,2869,774,9,763,32,2063
ADALBERTO SIMÃO NADER,GUARAPARI,Espírito Santo,2865,713,19,693,344,1808
VILA JETIBA,SANTA MARIA DE JETIBA,Espírito Santo,2864,822,0,821,129,1913
Não Encontrado,IUNA,Espírito Santo,2862,981,12,949,222,1659
CENTRO,IBATIBA,Espírito Santo,2862,1055,10,1044,4,1803
LAGOA DE CARAPEBUS,SERRA,Espírito Santo,2858,712,4,708,178,1968
ILHA DAS CAIEIRAS,VITORIA,Espírito Santo,2856,642,8,633,387,1827
VILA MERLO,CARIACICA,Espírito Santo,2851,697,12,633,842,1312
PARQUE RESIDENCIAL MESTRE ÁLVARO,SERRA,Espírito Santo,2834,657,11,646,202,1975
JARDIM ASTECA,VILA VELHA,Espírito Santo,2828,858,13,843,180,1790
GUANABARA,ARACRUZ,Espírito Santo,2827,700,1,633,79,2048
Não Encontrado,SAO GABRIEL DA PALHA,Espírito Santo,2824,923,5,909,79,1822
CAMPO ACIMA,ITAPEMIRIM,Espírito Santo,2814,950,17,928,2,1862
SANTA CRUZ,ARACRUZ,Espírito Santo,2809,840,9,777,39,1930
ELIAS BRAGATTO,IBIRACU,Espírito Santo,2798,737,6,709,54,2007
PARAJÚ,DOMINGOS MARTINS,Espírito Santo,2784,874,4,870,3,1907
CAMPINHO DA SERRA I,SERRA,Espírito Santo,2779,597,10,587,204,1978
BENEVENTE,ANCHIETA,Espírito Santo,2762,631,5,622,139,1992
JARBINHAS,MARECHAL FLORIANO,Espírito Santo,2759,649,14,634,0,2110
CRISTAL DO NORTE,PEDRO CANARIO,Espírito Santo,2754,521,5,516,0,2233
RECREIO,SANTA MARIA DE JETIBA,Espírito Santo,2751,941,7,934,78,1732
VILA NOVA,PINHEIROS,Espírito Santo,2750,718,4,714,2,2030
MOACYR BROTAS,COLATINA,Espírito Santo,2744,923,5,911,91,1730
SÃO SEBASTIÃO DO MEIO,SANTA MARIA DE JETIBA,Espírito Santo,2742,816,5,808,109,1817
Não Informado,BELO HORIZONTE,Minas Gerais,2732,0,0,0,0,0
IRMÃ TEREZA ALTOÉ,JAGUARE,Espírito Santo,2720,788,3,782,0,1932
SANTA HELENA,CACHOEIRO DE ITAPEMIRIM,Espírito Santo,2704,780,11,766,37,1887
EXPEDITO,CARIACICA,Espírito Santo,2695,663,11,578,611,1421
GALILEIA,PINHEIROS,Espírito Santo,2685,646,10,635,0,2039
SÃO JOÃO BATISTA,CARIACICA,Espírito Santo,2676,591,4,539,691,1394
SANTA CECÍLIA,VITORIA,Espírito Santo,2669,706,5,701,242,1721
SAO MIGUEL,COLATINA,Espírito Santo,2668,781,3,769,98,1789
SANTA LUZIA,CARIACICA,Espírito Santo,2668,655,8,601,686,1327
SANTA MARGARIDA,GUARAPARI,Espírito Santo,2659,729,14,713,259,1671
LAGOA FUNDA,MARATAIZES,Espírito Santo,2658,847,33,794,11,1800
BAIRRO COLINA,BARRA DE SAO FRANCISCO,Espírito Santo,2649,579,12,538,603,1467
SÃO JOSÉ,FUNDAO,Espírito Santo,2639,769,8,756,42,1828
RUI PINTO BANDEIRA,CACHOEIRO DE ITAPEMIRIM,Espírito Santo,2634,823,11,808,45,1766
JUSTIÇA II,ANCHIETA,Espírito Santo,2633,638,5,625,99,1896
BICANGA,SERRA,Espírito Santo,2633,706,8,698,141,1786
JARDIM GUADALAJARA,VILA VELHA,Espírito Santo,2622,751,9,742,142,1729
CRUZAMENTO,VITORIA,Espírito Santo,2621,590,12,578,348,1683
PONTO ALTO,DOMINGOS MARTINS,Espírito Santo,2621,761,6,755,2,1858
JARDIM SANTA ROSA,GUARAPARI,Espírito Santo,2621,751,9,738,227,1643
SÃO JOÃO,BOM JESUS DO NORTE,Espírito Santo,2616,964,8,950,2,1650
SERRA,MIMOSO DO SUL,Espírito Santo,2615,954,7,941,71,1590
EURICO SALLES,SERRA,Espírito Santo,2614,732,8,718,103,1779
COSTA DOURADA,SERRA,Espírito Santo,2608,628,4,624,99,1881
NORMÍLIA DA CUNHA,VILA VELHA,Espírito Santo,2604,549,8,541,176,1879
ALTO BOA VISTA,CARIACICA,Espírito Santo,2602,608,6,529,691,1303
OPERÁRIO,COLATINA,Espírito Santo,2599,986,10,968,89,1524
PROVIDÊNCIA,VENDA NOVA DO IMIGRANTE,Espírito Santo,2597,823,5,818,0,1774
TABAJARA,CARIACICA,Espírito Santo,2597,697,8,622,589,1311
NITERÓI,CASTELO,Espírito Santo,2596,702,6,691,170,1724
PRAIA DE ACAIACA,PIUMA,Espírito Santo,2592,774,8,714,223,1595
Não Encontrado,SAO DOMINGOS DO NORTE,Espírito Santo,2592,960,5,945,4,1628
JARDIM PLANALTO,COLATINA,Espírito Santo,2588,869,6,857,91,1628
LITORÂNEO,SAO MATEUS,Espírito Santo,2586,558,6,550,419,1609
MOACIR AVIDOS (CORREGO MOACIR),GOVERNADOR LINDENBERG,Espírito Santo,2585,703,4,697,5,1877
SANTA MARIA,MARECHAL FLORIANO,Espírito Santo,2571,720,4,715,1,1850
CENTRO,MARATAIZES,Espírito Santo,2568,838,17,810,6,1724
SÃO GERALDO,CACHOEIRO DE ITAPEMIRIM,Espírito Santo,2565,751,10,738,34,1780
SÃO JOÃO DE VIÇOSA,VENDA NOVA DO IMIGRANTE,Espírito Santo,2561,911,2,908,1,1649
NOVO HORIZONTE,IBATIBA,Espírito Santo,2558,922,14,908,3,1633
NOVO HORIZONTE,COLATINA,Espírito Santo,2556,866,6,858,110,1580
MARIA ISMÊNA,COLATINA,Espírito Santo,2554,832,6,820,81,1641
JARDIM DE ALAH,CARIACICA,Espírito Santo,2552,587,11,530,711,1254
FILOMENA,NOVA VENECIA,Espírito Santo,2541,787,10,768,1,1753
SÃO JOÃO DE PETRÓPOLIS,SANTA TERESA,Espírito Santo,2539,717,2,705,1,1821
FARIAS,LINHARES,Espírito Santo,2538,751,3,748,101,1686
BENEDITA MONTEIRO,ECOPORANGA,Espírito Santo,2531,872,9,822,857,802
BOA VISTA,CACHOEIRO DE ITAPEMIRIM,Espírito Santo,2500,749,9,739,35,1716
MONTE CRISTO,CACHOEIRO DE ITAPEMIRIM,Espírito Santo,2495,808,7,800,44,1643
RIVE,ALEGRE,Espírito Santo,2479,597,7,588,1,1881
NOVA BRASILIA,GOVERNADOR LINDENBERG,Espírito Santo,2471,632,2,628,20,1819
BOA VISTA,SAO GABRIEL DA PALHA,Espírito Santo,2464,727,4,721,180,1557
CONDURU,CACHOEIRO DE ITAPEMIRIM,Espírito Santo,2457,738,10,728,42,1677
SOTELÂNDIA,CARIACICA,Espírito Santo,2453,587,11,518,660,1206
DOMICIANO,PINHEIROS,Espírito Santo,2450,627,10,617,1,1822
VÁRZEA ALEGRE,SANTA TERESA,Espírito Santo,2447,705,7,698,2,1740
CIDADE DA BARRA,VILA VELHA,Espírito Santo,2446,547,6,540,122,1777
Não Encontrado,IRUPI,Espírito Santo,2445,721,14,703,274,1450
ÁGUA LIMPA,JAGUARE,Espírito Santo,2443,731,5,725,1,1711
SANTA CECÍLIA,SAO GABRIEL DA PALHA,Espírito Santo,2437,804,5,788,69,1564
SANTA LUZIA,SERRA,Espírito Santo,2432,620,3,617,61,1751
MORADA DE CAMBURI,VITORIA,Espírito Santo,2430,657,3,654,180,1593
BOM DESTINO,ICONHA,Espírito Santo,2429,780,7,772,0,1649
VILA IZABEL,CASTELO,Espírito Santo,2415,732,3,725,104,1579
OURIMAR,SERRA,Espírito Santo,2412,516,8,507,133,1763
OTTON MARINS,CACHOEIRO DE ITAPEMIRIM,Espírito Santo,2411,744,5,738,36,1631
SAO JOAO DO GARRAFAO,SANTA MARIA DE JETIBA,Espírito Santo,2395,758,3,753,51,1586
VILA,ITAPEMIRIM,Espírito Santo,2392,813,5,807,7,1572
Não Encontrado,MARILANDIA,Espírito Santo,2382,643,7,634,88,1651
Não Informado,SAO PAULO,São Paulo,2378,0,0,0,0,0
BAIRRO BONFIM,NOVA VENECIA,Espírito Santo,2374,695,8,686,1,1678
ITAPUTANGA,PIUMA,Espírito Santo,2373,627,5,588,212,1534
CENTRO,ALFREDO CHAVES,Espírito Santo,2373,740,14,725,37,1596
SANTO ANTÔNIO,CARIACICA,Espírito Santo,2369,526,10,490,678,1165
Não Encontrado,VIANA,Espírito Santo,2368,481,15,443,218,1669
SANTO ANTÔNIO,PINHEIROS,Espírito Santo,2360,603,10,593,0,1757
SANTA PAULA II,VILA VELHA,Espírito Santo,2358,522,3,519,137,1699
VICENTE SUELLA,COLATINA,Espírito Santo,2358,689,4,680,53,1616
Não Encontrado,SOORETAMA,Espírito Santo,2347,527,11,504,119,1701
INDUSTRIAL,VIANA,Espírito Santo,2333,639,3,619,329,1365
BELA VISTA,CACHOEIRO DE ITAPEMIRIM,Espírito Santo,2332,597,9,587,37,1698
ILHA DA CONCEIÇÃO,VILA VELHA,Espírito Santo,2332,584,11,573,178,1570
BOA VISTA II,VILA VELHA,Espírito Santo,2325,587,10,577,150,1588
SOLON BORGES,VITORIA,Espírito Santo,2322,653,6,647,200,1469
NOVA CIDADE,BOA ESPERANCA,Espírito Santo,2304,591,5,555,49,1664
DO QUADRO,VITORIA,Espírito Santo,2295,572,9,563,260,1463
PIRANEMA,CARIACICA,Espírito Santo,2269,553,7,482,599,1117
CENTRO,AGUIA BRANCA,Espírito Santo,2267,886,21,864,15,1366
SOTEMA,CARIACICA,Espírito Santo,2265,586,6,527,573,1106
CENTRO,PANCAS,Espírito Santo,2265,1065,6,1058,15,1185
DOM JOÃO BATISTA,VILA VELHA,Espírito Santo,2262,560,6,553,223,1479
CENTRO,ITAPEMIRIM,Espírito Santo,2260,670,11,656,3,1587
ITAPUTERA,ARACRUZ,Espírito Santo,2258,603,3,565,65,1590
SÃO JORGE DE TIRADENTES,RIO BANANAL,Espírito Santo,2253,708,5,703,136,1409
VILA KENNEDY,BAIXO GUANDU,Espírito Santo,2251,732,11,720,3,1516
VILA BARBOSA,CASTELO,Espírito Santo,2243,625,4,617,124,1494
VILA AMÉLIA,COLATINA,Espírito Santo,2229,800,8,787,86,1343
BAIRRO VILA LUCIENE,BARRA DE SAO FRANCISCO,Espírito Santo,2228,649,9,621,374,1205
INTERLAGOS I E II,VILA VELHA,Espírito Santo,2208,611,9,601,102,1495
NOSSA SENHORA DA PENHA,CACHOEIRO DE ITAPEMIRIM,Espírito Santo,2203,600,10,588,16,1587
OTTO LUIZ HOFFMAN,ITAGUACU,Espírito Santo,2202,537,2,535,0,1665
JARDIM GUARANHUNS,VILA VELHA,Espírito Santo,2202,489,6,482,191,1522
FERROVIÁRIOS,CACHOEIRO DE ITAPEMIRIM,Espírito Santo,2201,540,13,527,30,1631
CENTRO,MANTENOPOLIS,Espírito Santo,2200,760,24,708,75,1365
BAIRRO DO PITO,IUNA,Espírito Santo,2200,715,8,701,197,1288
CENTRO,IUNA,Espírito Santo,2200,689,19,654,118,1393
SANTA MÔNICA POPULAR,VILA VELHA,Espírito Santo,2197,676,16,660,133,1388
MONTE BELO,CACHOEIRO DE ITAPEMIRIM,Espírito Santo,2192,642,10,632,39,1511
ARACUÍ,CASTELO,Espírito Santo,2186,565,11,542,119,1502
JUCÚ,VIANA,Espírito Santo,2184,646,7,627,220,1318
NOVA ANCHIETA,ANCHIETA,Espírito Santo,2182,518,3,514,85,1579
POPULARES,SAO GABRIEL DA PALHA,Espírito Santo,2180,718,6,710,77,1385
VALE ESPERANÇA,CARIACICA,Espírito Santo,2180,547,7,485,457,1176
SANTA PAULA I,VILA VELHA,Espírito Santo,2174,544,3,541,168,1462
LEONORIO ,PEDRO CANARIO,Espírito Santo,2171,442,5,437,1,1728
LUIZ IGLESIAS,COLATINA,Espírito Santo,2170,736,2,732,40,1394
ALVORADA,SAO MATEUS,Espírito Santo,2168,234,5,229,175,1759
NOVA ESPERANÇA,ANCHIETA,Espírito Santo,2161,558,4,550,93,1510
BOAMIRA,BOA ESPERANCA,Espírito Santo,2159,572,0,556,37,1550
COROADO,GUARAPARI,Espírito Santo,2155,570,7,560,194,1391
ALTO AMARELO,CACHOEIRO DE ITAPEMIRIM,Espírito Santo,2155,586,8,577,27,1542
ARGOLAS,VILA VELHA,Espírito Santo,2151,515,6,509,187,1449
ALEGRE,SOORETAMA,Espírito Santo,2148,664,6,644,91,1393
CARAMURÚ,SANTA MARIA DE JETIBA,Espírito Santo,2147,692,2,688,102,1353
DIVINÓPOLIS,SERRA,Espírito Santo,2140,484,11,473,170,1486
JACIGUÁ,VARGEM ALTA,Espírito Santo,2134,747,9,721,166,1221
CAMPINHO DA SERRA II,SERRA,Espírito Santo,2131,447,11,435,213,1471
JARDIM DO VALE,VILA VELHA,Espírito Santo,2130,544,8,536,158,1428
SÃO BRÁZ,COLATINA,Espírito Santo,2126,669,4,652,58,1399
DOIS PINHEIROS,SANTA TERESA,Espírito Santo,2125,481,1,477,4,1640
OLARIA,GUARAPARI,Espírito Santo,2124,558,12,543,183,1383
CENTRO,BOM JESUS DO NORTE,Espírito Santo,2119,675,9,660,11,1433
SILVANA,BOM JESUS DO NORTE,Espírito Santo,2115,667,7,654,6,1442
IPANEMA,VIANA,Espírito Santo,2115,629,6,599,186,1300
VALE DO SOL,GUACUI,Espírito Santo,2113,772,9,745,13,1328
AEROPORTO,VITORIA,Espírito Santo,2111,165,1,164,27,1919
ZUMBI DOS PALMARES,VILA VELHA,Espírito Santo,2111,463,7,456,224,1424
COHAB,JOAO NEIVA,Espírito Santo,2110,659,4,654,1,1450
PLANALTO,ARACRUZ,Espírito Santo,2097,558,1,515,54,1485
MARBRASA,CACHOEIRO DE ITAPEMIRIM,Espírito Santo,2097,674,10,664,39,1384
ANTÔNIO HONÓRIO,VITORIA,Espírito Santo,2095,534,13,520,172,1389
CENTRO,GOVERNADOR LINDENBERG,Espírito Santo,2095,617,6,606,11,1467
SOTECO,VIANA,Espírito Santo,2091,611,5,589,148,1332
ALZIRA RAMOS,CARIACICA,Espírito Santo,2091,483,5,447,577,1031
NOSSA SENHORA DE FÁTIMA,CACHOEIRO DE ITAPEMIRIM,Espírito Santo,2091,609,7,602,26,1456
VILA PAULISTA,BARRA DE SAO FRANCISCO,Espírito Santo,2078,596,9,564,361,1121
VISTA ALEGRE,BOM JESUS DO NORTE,Espírito Santo,2077,743,7,735,3,1331
SOBREIRO,LARANJA DA TERRA,Espírito Santo,2077,443,2,440,2,1632
ARLINDO VILLASCH,VIANA,Espírito Santo,2067,502,6,483,233,1332
